category,website,name,phone,address,email
Golf,,"
									8.
								,Minor Park Golf Course,Golf","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-871-7616'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 393-4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-8881'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 513-8940'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.781.4152'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 313-1274'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 942-4033'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 897-3809 ext. 2'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-941-9000'>]","11215 Holmes Road,Kansas City, MO, 64131",
Golf,,"
									9.
								,Overland Park Golf Club,Golf","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-871-7616'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 393-4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-8881'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 513-8940'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.781.4152'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 313-1274'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 942-4033'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 897-3809 ext. 2'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-941-9000'>]","12501 Quivira Road,Overland Park, 66213",
Golf,,"
									10.
								,Robin Nigro Golf Academy,Golf","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-871-7616'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 393-4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-8881'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 513-8940'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.781.4152'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.685.4653'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 313-1274'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 942-4033'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 897-3809 ext. 2'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-941-9000'>]","1 East 135th St,Kansas City, MO, 64145",
Soccer,,"
									1.
								,Spirit America Soccer Club,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-1482'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-246-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 537-7233'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 631-0215'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 764-3135'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 380-4536'>]","508 NW Ambersham Dr.,Lees Summit, 64081",
Soccer,,"
									2.
								,Summit Soccer Club,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-1482'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-246-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 537-7233'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 631-0215'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 764-3135'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 380-4536'>]","2409 SW Kristin Dr.,Lees Summit, 64082",
"Basketball,Cheerleading,Flag Football,Soccer",,"
									3.
								,Upward Sports - College Church of the Nazarene,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-1482'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-246-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 537-7233'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 631-0215'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 764-3135'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 380-4536'>]","2020 E. Sheridan,Olathe, 66062",
Soccer,,"
									4.
								,Upwards Sports - Aldersgate United Methodist Church,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-1482'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-246-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 537-7233'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 631-0215'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 764-3135'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 380-4536'>]","350 SW State Route 150,Lees Summit, 64082",
Soccer,,"
									5.
								,Upwards Sports - Community Covenant Church,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-1482'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-246-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 537-7233'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 631-0215'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 764-3135'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 380-4536'>]","15700 W 87th Street Pkwy,Lenexa, 66219",
Soccer,,"
									6.
								,Upwards Sports - Fellowship Baptist Church,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-1482'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-246-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 537-7233'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 631-0215'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 764-3135'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 380-4536'>]","1325 S Ridgeview Rd,Olathe, 66062",
"Basketball,Cheerleading,Soccer",,"
									7.
								,Upwards Sports - First Baptist Church Raytown,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-1482'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-246-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 537-7233'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 631-0215'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 764-3135'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 380-4536'>]","10500 E State Route 350,Raytown, 64138",
"Basketball,Flag Football,Soccer",,"
									8.
								,Upwards Sports - Pleasant Valley Baptist Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-1482'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-246-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 537-7233'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 631-0215'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 764-3135'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 380-4536'>]","1600 N State Route 291,Liberty, 64068",
"Basketball,Soccer",,"
									9.
								,Upwards Sports - St. Luke Evangelical Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-1482'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-246-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 537-7233'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 631-0215'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 764-3135'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 380-4536'>]","700 W Highway 224,Wellington, 64097",
Soccer,,"
									10.
								,Upwards Sports - The Worship Center,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-1482'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-246-5950'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 489-6287'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 537-7233'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 631-0215'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 764-3135'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-781-5959'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 240-2312'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 380-4536'>]","33000 East 343rd Street,Garden City, 64701",
Wrestling,,"
									1.
								,Lawrence Coyotes Wrestling Club,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785 218 9546'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 242-2698'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 792-4296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 510-0375'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 207-5674'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 686-4261'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 719-1489'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 591-2550'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-8296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 489 1461'>]","2721 Shadow Ridge Pl,Eudora, 66025",
Wrestling,,"
									2.
								,Lee's Summit Wrestling Club,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785 218 9546'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 242-2698'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 792-4296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 510-0375'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 207-5674'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 686-4261'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 719-1489'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 591-2550'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-8296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 489 1461'>]","121 Citadel Drive,64063",
Wrestling,,"
									3.
								,Liberty Wrestling Club,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785 218 9546'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 242-2698'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 792-4296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 510-0375'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 207-5674'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 686-4261'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 719-1489'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 591-2550'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-8296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 489 1461'>]","916 Paw Paw Lane,Liberty, 64068",
Wrestling,,"
									4.
								,Mat Rat Wrestling Club,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785 218 9546'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 242-2698'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 792-4296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 510-0375'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 207-5674'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 686-4261'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 719-1489'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 591-2550'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-8296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 489 1461'>]","8312 Evanston Avenue,Raytown, 64138",
Wrestling,,"
									5.
								,Mill Valley Wrestling Club,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785 218 9546'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 242-2698'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 792-4296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 510-0375'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 207-5674'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 686-4261'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 719-1489'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 591-2550'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-8296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 489 1461'>]","Box 860323,Shawnee, 66286",
Wrestling,,"
									6.
								,MO West Championship Wrestling Club,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785 218 9546'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 242-2698'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 792-4296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 510-0375'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 207-5674'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 686-4261'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 719-1489'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 591-2550'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-8296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 489 1461'>]","409 SW Parkwood Drive,Blue Springs, 64014",
Wrestling,,"
									7.
								,Nomad Wrestling Club,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785 218 9546'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 242-2698'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 792-4296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 510-0375'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 207-5674'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 686-4261'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 719-1489'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 591-2550'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-8296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 489 1461'>]","8507 NE 109th Terr.,Kansas City, 64157",
Wrestling,,"
									8.
								,Northland Wrestling Club,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785 218 9546'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 242-2698'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 792-4296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 510-0375'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 207-5674'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 686-4261'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 719-1489'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 591-2550'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-8296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 489 1461'>]","6014 N 9 Highway,Parkville, 64152",
Wrestling,,"
									9.
								,Oak Grove Little League,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785 218 9546'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 242-2698'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 792-4296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 510-0375'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 207-5674'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 686-4261'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 719-1489'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 591-2550'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-8296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 489 1461'>]","2530 NE Springbrook St.,Blue Springs, 64014",
Wrestling,,"
									10.
								,Olathe Allstar Wrestling Club,Wrestling","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'785 218 9546'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 242-2698'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 792-4296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 510-0375'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 207-5674'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 686-4261'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 719-1489'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 591-2550'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 838-8296'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913 489 1461'>]","1500 E. Kansas City Rd, Suite 25A,Olathe, 66061",
